respondent_id,role_raw,role_other,role_raw_norm,role_other_norm,needs_harmonization,preliminary_category,final_category_appendix_j
RESP_ad2834e4d2,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_ad9a9aef4a,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_add799a2ef,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_ae1f68891d,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_ae7accd124,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_aebbbaf7bd,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_aeed3f53c6,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_af3a7af0ca,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_af58b0a547,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_af8894c838,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_afd36e8846,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b0552e8989,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b0d5aab7c5,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_b16181833c,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_b17d370861,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_b194200bb7,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_b1de3f3250,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b201a17884,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b23907423c,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_b2b65618f6,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_b2e3d1e642,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b33d3a1d41,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_b3a8cb84db,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_b3c2777f18,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_b3cacfd7a3,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_b3eefaa6bf,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b419a0254d,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_b426ebe06d,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b477b90214,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_b4b19668a5,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b4b1f27f6a,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_b4b35404c0,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_b4e874b883,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_b50f784131,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_b5641cfb79,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_b5c2247d90,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_b5cbcb4f98,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_b5f14f6c7b,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_b626e7312d,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b66e0a8893,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b71e89d6ab,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b7451c0dd7,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b7472c2c68,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_b7ba009b20,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b7ca1cab3b,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b7d8088b3a,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b83f8a7c05,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b8413ecbac,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b87ebc9345,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b88db9f539,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_b8be7ea40b,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b8ceddc707,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_b8de28beba,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_b8fe3c0316,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b96f61feda,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_b971954e12,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_ba13746c5f,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_ba27906450,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_ba3976b3a2,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_ba50cbe217,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_ba9b46c67c,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_baac352540,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_bac52c5ec0,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_bb2a6661ae,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_bb3aaa0903,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_bb4afa0dd8,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bb704cb90f,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bb9f05e7ab,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_bbc3819d36,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_bbd34492ef,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_bbed1bee42,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_bc240bddd1,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bc3a25083b,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_bc54a69cd7,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bc7c227267,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bcceea9462,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_bcd1b5b579,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bd51a4a4fb,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_bd73085a03,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_bdaec8b0fd,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_bdb3c5012d,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_bde4e5ca28,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_be1452432e,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_be825d2ec1,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_beeb63dc5b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_bef0bbd6a8,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_bf4f81e4d4,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_bfa31a1c24,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_bfd2cee466,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_bfec8a5ffd,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_c01d46c976,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c066eea622,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_c0d0f764cd,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_c0f376387e,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_c10c5b268a,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c137797ae2,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_c16f2b640e,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_c1d15aad21,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c1fcbecf1e,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c20df1713b,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c23ccffa22,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_c2be09f33c,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c2f6e451ff,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_c32523bece,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c3dd3e6470,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_c4111c8166,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_c46f85c449,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_c4847e656a,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_c4be4a08df,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c4e170b1a1,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c5d7ca5a59,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_c5f04b0b69,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c60664b27b,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_c62146e330,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c62c869ff2,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_c62fd9b839,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c6525c5d63,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c656bad1af,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_c6693cb898,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c6941dd2f3,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_c694daad49,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c6b0c8e670,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_c6c29ef423,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c704612dd9,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_c74bdf6e78,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c75f3c5b1f,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_c7b0e4c47c,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_c7c2de7535,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_c828abea9a,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_c85eb69c50,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c8bbd3caa3,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_c8e11c549f,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c94ca85faf,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_c95b237f37,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_c9d412a629,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_ca49b9c659,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_ca6f87e177,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_ca85b12fa1,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_caec1f887e,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_caed8a01d1,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_caf3a84303,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_cb1414e017,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_cb60106cd8,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_cc08d07105,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_cc269af9df,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_ccae7a459a,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_cda4dbe7b9,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_cdba86d8df,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_cdfa8745e6,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_ce186f4a58,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_ce28ffabdc,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_cedb9f4574,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_cedde51ccf,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_cee3781afd,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_cf92a51ef6,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_cf98f89b17,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_cfafb91f10,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_cfd04f0404,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_cffcf08371,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_cfff4061d1,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_d03758f8a4,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d07676a9d8,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_d0fce3612a,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_d123a1096c,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d1657d4392,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d1c2ebd4de,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d1f9f2f40e,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_d205de693e,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_d26512b260,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_d2c210ee04,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d2f0ea0eb3,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d3191a6e39,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_d33a5193c4,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d36114db0c,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_d37c8f76d7,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_d37f6739de,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_d39c3a7aee,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_d3a2b89992,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_d44968c222,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_d4b5f43f0c,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_d4c285a852,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_d4f0c514ad,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_d4f3bc4a08,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d50dd18edd,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_d5269d4980,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_d52c515855,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_d58b0175ee,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d5a83bf569,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d5a9411ea2,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_d5db496273,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d62b2e8b04,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d63f8aa72f,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d6dd27c919,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_d6e2f91974,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_d7983b71e2,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d8297022a2,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d8dae23a9a,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_d903016328,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
